;2701;Ginlac Classic Ph 4.0 por 230 ml;ginlac-classic-ph-4.0-por-230-ml;Ginlac Classic Ph 4.0 por 230 ml;\N;\N;Ginlac Classic Ph 4.0 por 230 ml;es_EC;~
;2702;Ginlac Teen por 130 ml;ginlac-teen-por-130-ml;Ginlac Teen por 130 ml;\N;\N;Ginlac Teen por 130 ml;es_EC;~
;2703;Ginlac Teen Ph 4.0 por 230 ml;ginlac-teen-ph-4.0-por-230-ml;Ginlac Teen Ph 4.0 por 230 ml;\N;\N;Ginlac Teen Ph 4.0 por 230 ml;es_EC;~
;2704;Heliocare 240 mg por 30 Capsulas;heliocare-240-mg-por-30-capsulas;Heliocare 240 mg por 30 Capsulas;\N;\N;Heliocare 240 mg por 30 Capsulas;es_EC;~
;2705;Heliocare 3800 Advance Spf 50 Spray;heliocare-3800-advance-spf-50-spray;Heliocare 3800 Advance Spf 50 Spray;\N;\N;Heliocare 3800 Advance Spf 50 Spray;es_EC;~
;2706;Heliocare 5876 Gel Ultra 90 Uvb/Uva 50 ml;heliocare-5876-gel-ultra-90-uvb/uva-50-ml;Heliocare 5876 Gel Ultra 90 Uvb/Uva 50 ml;\N;\N;Heliocare 5876 Gel Ultra 90 Uvb/Uva 50 ml;es_EC;~
;2707;Heliocare 9224 Crema Uvb/Uva 50 Brown 10 Gr;heliocare-9224-crema-uvb/uva-50-brown-10-gr;Heliocare 9224 Crema Uvb/Uva 50 Brown 10 Gr;\N;\N;Heliocare 9224 Crema Uvb/Uva 50 Brown 10 Gr;es_EC;~
;2708;Heliocare 9231 Crema Uvb/Uva 50 Light 10 Gr;heliocare-9231-crema-uvb/uva-50-light-10-gr;Heliocare 9231 Crema Uvb/Uva 50 Light 10 Gr;\N;\N;Heliocare 9231 Crema Uvb/Uva 50 Light 10 Gr;es_EC;~
;2709;Hidratops Gel por 60 Grs;hidratops-gel-por-60-grs;Hidratops Gel por 60 Grs;\N;\N;Hidratops Gel por 60 Grs;es_EC;~
;2710;Kinatopic Baby Barra por 90 Grs;kinatopic-baby-barra-por-90-grs;Kinatopic Baby Barra por 90 Grs;\N;\N;Kinatopic Baby Barra por 90 Grs;es_EC;~
;2711;Kinatopic Barra Ph 4.0 por 90 Grs;kinatopic-barra-ph-4.0-por-90-grs;Kinatopic Barra Ph 4.0 por 90 Grs;\N;\N;Kinatopic Barra Ph 4.0 por 90 Grs;es_EC;~
;2712;Kinatopic Barra Sulfur por 90 Grs;kinatopic-barra-sulfur-por-90-grs;Kinatopic Barra Sulfur por 90 Grs;\N;\N;Kinatopic Barra Sulfur por 90 Grs;es_EC;~
;2713;Kinatopic Infantil Ph 5.0 por 120 ml;kinatopic-infantil-ph-5.0-por-120-ml;Kinatopic Infantil Ph 5.0 por 120 ml;\N;\N;Kinatopic Infantil Ph 5.0 por 120 ml;es_EC;~
;2714;Kinatopic Jabon Liq. por 220 ml;kinatopic-jabon-liq.-por-220-ml;Kinatopic Jabon Liq. por 220 ml;\N;\N;Kinatopic Jabon Liq. por 220 ml;es_EC;~
;2715;Neutrafem Ph 4.0 por 200 ml;neutrafem-ph-4.0-por-200-ml;Neutrafem Ph 4.0 por 200 ml;\N;\N;Neutrafem Ph 4.0 por 200 ml;es_EC;~
;2716;Queratol Crema 10 % por 90 Grs;queratol-crema-10-por-90-grs;Queratol Crema 10 % por 90 Grs;\N;\N;Queratol Crema 10 % por 90 Grs;es_EC;~
;2717;Queratol Crema 10 % por 200 Grs;queratol-crema-10-por-200-grs;Queratol Crema 10 % por 200 Grs;\N;\N;Queratol Crema 10 % por 200 Grs;es_EC;~
;2718;Queratol Crema 5/10 por 120 Grs;queratol-crema-5/10-por-120-grs;Queratol Crema 5/10 por 120 Grs;\N;\N;Queratol Crema 5/10 por 120 Grs;es_EC;~
;2719;Scrub Gel Face por 60 Grs;scrub-gel-face-por-60-grs;Scrub Gel Face por 60 Grs;\N;\N;Scrub Gel Face por 60 Grs;es_EC;~
;2720;Suncare 100 Crema por 60 Grs;suncare-100-crema-por-60-grs;Suncare 100 Crema por 60 Grs;\N;\N;Suncare 100 Crema por 60 Grs;es_EC;~
;2721;Suncare 100 Fluido Color Emulsion por 50 Grs;suncare-100-fluido-color-emulsion-por-50-grs;Suncare 100 Fluido Color Emulsion por 50 Grs;\N;\N;Suncare 100 Fluido Color Emulsion por 50 Grs;es_EC;~
;2722;Suncare 100 Gel por 60 Grs;suncare-100-gel-por-60-grs;Suncare 100 Gel por 60 Grs;\N;\N;Suncare 100 Gel por 60 Grs;es_EC;~
;2723;Suncare 100 Total Spray por 120 ml;suncare-100-total-spray-por-120-ml;Suncare 100 Total Spray por 120 ml;\N;\N;Suncare 100 Total Spray por 120 ml;es_EC;~
;2724;Suncare Crema Fps 60 por 60 Grs;suncare-crema-fps-60-por-60-grs;Suncare Crema Fps 60 por 60 Grs;\N;\N;Suncare Crema Fps 60 por 60 Grs;es_EC;~
;2725;Suncare Gel Fps 50 por 60 Grs;suncare-gel-fps-50-por-60-grs;Suncare Gel Fps 50 por 60 Grs;\N;\N;Suncare Gel Fps 50 por 60 Grs;es_EC;~
;2726;Suncare Kids Fps 50 por 60 Grs;suncare-kids-fps-50-por-60-grs;Suncare Kids Fps 50 por 60 Grs;\N;\N;Suncare Kids Fps 50 por 60 Grs;es_EC;~
;2727;Suncare Lips Fps 20 por 5 Grs;suncare-lips-fps-20-por-5-grs;Suncare Lips Fps 20 por 5 Grs;\N;\N;Suncare Lips Fps 20 por 5 Grs;es_EC;~
;2728;Vitagni por 60 Grs;vitagni-por-60-grs;Vitagni por 60 Grs;\N;\N;Vitagni por 60 Grs;es_EC;~
;2729;Gel Antibacterial Ellim Con Aloe Vera por 60 ml.;gel-antibacterial-ellim-con-aloe-vera-por-60-ml.;Gel Antibacterial Ellim Con Aloe Vera por 60 ml.;\N;\N;Gel Antibacterial Ellim Con Aloe Vera por 60 ml.;es_EC;~
;2730;Gel Antibacterial Ellim Con Aloe Vera por 250 ml.;gel-antibacterial-ellim-con-aloe-vera-por-250-ml.;Gel Antibacterial Ellim Con Aloe Vera por 250 ml.;\N;\N;Gel Antibacterial Ellim Con Aloe Vera por 250 ml.;es_EC;~
;2731;Gel Sidanne Gomax Hyper Mega Style 3 En 1 por 300 Grs.;gel-sidanne-gomax-hyper-mega-style-3-en-1-por-300-grs.;Gel Sidanne Gomax Hyper Mega Style 3 En 1 por 300 Grs.;\N;\N;Gel Sidanne Gomax Hyper Mega Style 3 En 1 por 300 Grs.;es_EC;~
;2732;Gel Sidanne Platinum Fijacion Extrema por 110 Grs;gel-sidanne-platinum-fijacion-extrema-por-110-grs;Gel Sidanne Platinum Fijacion Extrema por 110 Grs;\N;\N;Gel Sidanne Platinum Fijacion Extrema por 110 Grs;es_EC;~
;2733;Infem Jabon Intimo Femenino Ph 4.0 por 250 ml ;infem-jabon-intimo-femenino-ph-4.0-por-250-ml-;Infem Jabon Intimo Femenino Ph 4.0 por 250 ml ;\N;\N;Infem Jabon Intimo Femenino Ph 4.0 por 250 ml ;es_EC;~
;2734;Menlac Jabon Intimo Masculino Ph 5.5 por 250 ml;menlac-jabon-intimo-masculino-ph-5.5-por-250-ml;Menlac Jabon Intimo Masculino Ph 5.5 por 250 ml;\N;\N;Menlac Jabon Intimo Masculino Ph 5.5 por 250 ml;es_EC;~
;2735;Silicona Sidanne Platinum Reparadora de Puntas por 60 ml.;silicona-sidanne-platinum-reparadora-de-puntas-por-60-ml.;Silicona Sidanne Platinum Reparadora de Puntas por 60 ml.;\N;\N;Silicona Sidanne Platinum Reparadora de Puntas por 60 ml.;es_EC;~
;2736;Dextrosa 5% mas Sol. Sal. Disfarmed por 1.000 ml;dextrosa-5mas-sol.-sal.-disfarmed-por-1.000-ml;Dextrosa 5% mas Sol. Sal. Disfarmed por 1.000 ml;\N;\N;Dextrosa 5% mas Sol. Sal. Disfarmed por 1.000 ml;es_EC;~
;2737;Dextrosa 5% En Agua Disfarmed por 1.000 ml;dextrosa-5en-agua-disfarmed-por-1.000-ml;Dextrosa 5% En Agua Disfarmed por 1.000 ml;\N;\N;Dextrosa 5% En Agua Disfarmed por 1.000 ml;es_EC;~
;2738;Lactato de Ringer Disfarmed por 500 ml;lactato-de-ringer-disfarmed-por-500-ml;Lactato de Ringer Disfarmed por 500 ml;\N;\N;Lactato de Ringer Disfarmed por 500 ml;es_EC;~
;2739;Lactato de Ringer Disfarmed por 1.000 ml;lactato-de-ringer-disfarmed-por-1.000-ml;Lactato de Ringer Disfarmed por 1.000 ml;\N;\N;Lactato de Ringer Disfarmed por 1.000 ml;es_EC;~
;2740;Solucion Salina Disfarmed por 100 ml;solucion-salina-disfarmed-por-100-ml;Solucion Salina Disfarmed por 100 ml;\N;\N;Solucion Salina Disfarmed por 100 ml;es_EC;~
;2741;Solucion Salina Disfarmed por 250 ml;solucion-salina-disfarmed-por-250-ml;Solucion Salina Disfarmed por 250 ml;\N;\N;Solucion Salina Disfarmed por 250 ml;es_EC;~
;2742;Solucion Salina Disfarmed por 500 ml;solucion-salina-disfarmed-por-500-ml;Solucion Salina Disfarmed por 500 ml;\N;\N;Solucion Salina Disfarmed por 500 ml;es_EC;~
;2743;Solucion Salina Disfarmed por 1.000 ml;solucion-salina-disfarmed-por-1.000-ml;Solucion Salina Disfarmed por 1.000 ml;\N;\N;Solucion Salina Disfarmed por 1.000 ml;es_EC;~
;2744;Bidica 25 mg por 20 Tabletas;bidica-25-mg-por-20-tabletas;Bidica 25 mg por 20 Tabletas;\N;\N;Bidica 25 mg por 20 Tabletas;es_EC;~
;2745;Kefentech 30 mg por 3 Parches;kefentech-30-mg-por-3-parches;Kefentech 30 mg por 3 Parches;\N;\N;Kefentech 30 mg por 3 Parches;es_EC;~
;2746;Ovis 400 mg por 1 Tab;ovis-400-mg-por-1-tab;Ovis 400 mg por 1 Tab;\N;\N;Ovis 400 mg por 1 Tab;es_EC;~
;2747;Warfarina Sodica D.H por 20 Comprimidos;warfarina-sodica-d.h-por-20-comprimidos;Warfarina Sodica D.H por 20 Comprimidos;\N;\N;Warfarina Sodica D.H por 20 Comprimidos;es_EC;~
;2748;Warfarina Sodica D.H por 100 Comprimidos;warfarina-sodica-d.h-por-100-comprimidos;Warfarina Sodica D.H por 100 Comprimidos;\N;\N;Warfarina Sodica D.H por 100 Comprimidos;es_EC;~
;2749;Talco Rico Medicado por 75 Grs;talco-rico-medicado-por-75-grs;Talco Rico Medicado por 75 Grs;\N;\N;Talco Rico Medicado por 75 Grs;es_EC;~
;2750;Talco Rico Medicado por 150 Grs;talco-rico-medicado-por-150-grs;Talco Rico Medicado por 150 Grs;\N;\N;Talco Rico Medicado por 150 Grs;es_EC;~
;2751;Talco Rico Pies por 150 Grs;talco-rico-pies-por-150-grs;Talco Rico Pies por 150 Grs;\N;\N;Talco Rico Pies por 150 Grs;es_EC;~
;2752;Talco Rico Pies por 300 Grs;talco-rico-pies-por-300-grs;Talco Rico Pies por 300 Grs;\N;\N;Talco Rico Pies por 300 Grs;es_EC;~
;2753;Gel Antibacterial Sani Original por 250 ml;gel-antibacterial-sani-original-por-250-ml;Gel Antibacterial Sani Original por 250 ml;\N;\N;Gel Antibacterial Sani Original por 250 ml;es_EC;~
;2754;Talco Rico Pies Spray por 200 ml;talco-rico-pies-spray-por-200-ml;Talco Rico Pies Spray por 200 ml;\N;\N;Talco Rico Pies Spray por 200 ml;es_EC;~
;2755;Talco Rico Sport Activo por 75 Grs;talco-rico-sport-activo-por-75-grs;Talco Rico Sport Activo por 75 Grs;\N;\N;Talco Rico Sport Activo por 75 Grs;es_EC;~
;2756;Talco Rico Sport Activo por 150 Grs;talco-rico-sport-activo-por-150-grs;Talco Rico Sport Activo por 150 Grs;\N;\N;Talco Rico Sport Activo por 150 Grs;es_EC;~
;2757;Talco Rico Sport Activo por 300 Grs;talco-rico-sport-activo-por-300-grs;Talco Rico Sport Activo por 300 Grs;\N;\N;Talco Rico Sport Activo por 300 Grs;es_EC;~
;2758;Kurador Baby Unguento por 60 Gramos;kurador-baby-unguento-por-60-gramos;Kurador Baby Unguento por 60 Gramos;\N;\N;Kurador Baby Unguento por 60 Gramos;es_EC;~
;2759;Kurador Baby Unguento Paq. por 12 de 11 Grs. cada uno;kurador-baby-unguento-paq.-por-12-de-11-grs.-cada-uno;Kurador Baby Unguento Paq. por 12 de 11 Grs. cada uno;\N;\N;Kurador Baby Unguento Paq. por 12 de 11 Grs. cada uno;es_EC;~
;2760;Kurador Unguento Paq. por 12 de 14 Grs. cada uno;kurador-unguento-paq.-por-12-de-14-grs.-cada-uno;Kurador Unguento Paq. por 12 de 14 Grs. cada uno;\N;\N;Kurador Unguento Paq. por 12 de 14 Grs. cada uno;es_EC;~
;2761;Linimento Mentol Chino Atletico por 120 ml;linimento-mentol-chino-atletico-por-120-ml;Linimento Mentol Chino Atletico por 120 ml;\N;\N;Linimento Mentol Chino Atletico por 120 ml;es_EC;~
;2762;Mentol Chino Paquete por 12 Cajitas;mentol-chino-paquete-por-12-cajitas;Mentol Chino Paquete por 12 Cajitas;\N;\N;Mentol Chino Paquete por 12 Cajitas;es_EC;~
;2763;Mentol Chino Aromatico Balsamo por 20 Grs;mentol-chino-aromatico-balsamo-por-20-grs;Mentol Chino Aromatico Balsamo por 20 Grs;\N;\N;Mentol Chino Aromatico Balsamo por 20 Grs;es_EC;~
;2764;Mentol Chino Aromatico Balsamo por 40 Grs;mentol-chino-aromatico-balsamo-por-40-grs;Mentol Chino Aromatico Balsamo por 40 Grs;\N;\N;Mentol Chino Aromatico Balsamo por 40 Grs;es_EC;~
;2765;Mentol Chino Forte Pomo por 60 Grs;mentol-chino-forte-pomo-por-60-grs;Mentol Chino Forte Pomo por 60 Grs;\N;\N;Mentol Chino Forte Pomo por 60 Grs;es_EC;~
;2766;Mentol Chino Geliga Reumaticos por 10 Grs;mentol-chino-geliga-reumaticos-por-10-grs;Mentol Chino Geliga Reumaticos por 10 Grs;\N;\N;Mentol Chino Geliga Reumaticos por 10 Grs;es_EC;~
;2767;Mentol Chino Geliga Reumaticos por 20 Grs;mentol-chino-geliga-reumaticos-por-20-grs;Mentol Chino Geliga Reumaticos por 20 Grs;\N;\N;Mentol Chino Geliga Reumaticos por 20 Grs;es_EC;~
;2768;Mentol Chino Geliga Reumaticos por 40 Grs;mentol-chino-geliga-reumaticos-por-40-grs;Mentol Chino Geliga Reumaticos por 40 Grs;\N;\N;Mentol Chino Geliga Reumaticos por 40 Grs;es_EC;~
;2769;Nodorex Talco Fungicida por 45 Grs;nodorex-talco-fungicida-por-45-grs;Nodorex Talco Fungicida por 45 Grs;\N;\N;Nodorex Talco Fungicida por 45 Grs;es_EC;~
;2770;Nodorex Talco Fungicida por 90 Grs;nodorex-talco-fungicida-por-90-grs;Nodorex Talco Fungicida por 90 Grs;\N;\N;Nodorex Talco Fungicida por 90 Grs;es_EC;~
;2771;Vaporex 9 Grs Display por 12 Cjas;vaporex-9-grs-display-por-12-cjas;Vaporex 9 Grs Display por 12 Cjas;\N;\N;Vaporex 9 Grs Display por 12 Cjas;es_EC;~
;2772;Vaporex Forte por 60 Grs;vaporex-forte-por-60-grs;Vaporex Forte por 60 Grs;\N;\N;Vaporex Forte por 60 Grs;es_EC;~
;2773;Vaporex Helix Jarabe por 120 ml;vaporex-helix-jarabe-por-120-ml;Vaporex Helix Jarabe por 120 ml;\N;\N;Vaporex Helix Jarabe por 120 ml;es_EC;~
;2774;Vaporex Inhalador Mentolado por 6 Unid;vaporex-inhalador-mentolado-por-6-unid;Vaporex Inhalador Mentolado por 6 Unid;\N;\N;Vaporex Inhalador Mentolado por 6 Unid;es_EC;~
;2775;Vaporex Inhalador Mentolado Caja por12 Unid;vaporex-inhalador-mentolado-caja-por12-unid;Vaporex Inhalador Mentolado Caja por12 Unid;\N;\N;Vaporex Inhalador Mentolado Caja por12 Unid;es_EC;~
;2776;Kayut Aceite Esencial por 15 ml;kayut-aceite-esencial-por-15-ml;Kayut Aceite Esencial por 15 ml;\N;\N;Kayut Aceite Esencial por 15 ml;es_EC;~
;2777;La Brujita Super BonDer por 3 Grs;la-brujita-super-bonder-por-3-grs;La Brujita Super BonDer por 3 Grs;\N;\N;La Brujita Super BonDer por 3 Grs;es_EC;~
;2778;Menticol Lavanda por 150 cc VerDe;menticol-lavanda-por-150-cc-verde;Menticol Lavanda por 150 cc VerDe;\N;\N;Menticol Lavanda por 150 cc VerDe;es_EC;~
;2779;Menticol Lavanda por 300 cc VerDe;menticol-lavanda-por-300-cc-verde;Menticol Lavanda por 300 cc VerDe;\N;\N;Menticol Lavanda por 300 cc VerDe;es_EC;~
;2780;Menticol Original por 150 cc Rojo;menticol-original-por-150-cc-rojo;Menticol Original por 150 cc Rojo;\N;\N;Menticol Original por 150 cc Rojo;es_EC;~
;2781;Menticol Original por 300 cc Rojo;menticol-original-por-300-cc-rojo;Menticol Original por 300 cc Rojo;\N;\N;Menticol Original por 300 cc Rojo;es_EC;~
;2782;Menticol Original Spray por 150 cc Rojo;menticol-original-spray-por-150-cc-rojo;Menticol Original Spray por 150 cc Rojo;\N;\N;Menticol Original Spray por 150 cc Rojo;es_EC;~
;2783;Menticol Splash por 150 Cc;menticol-splash-por-150-cc;Menticol Splash por 150 Cc;\N;\N;Menticol Splash por 150 Cc;es_EC;~
;2784;Menticol Splash Spray por 150 ml;menticol-splash-spray-por-150-ml;Menticol Splash Spray por 150 ml;\N;\N;Menticol Splash Spray por 150 ml;es_EC;~
;2785;Nodor Deo Crema Clasico por 12 Funditas Rojo;nodor-deo-crema-clasico-por-12-funditas-rojo;Nodor Deo Crema Clasico por 12 Funditas Rojo;\N;\N;Nodor Deo Crema Clasico por 12 Funditas Rojo;es_EC;~
;2786;Nodor Deo Crema Sport por 12 Funditas Azul;nodor-deo-crema-sport-por-12-funditas-azul;Nodor Deo Crema Sport por 12 Funditas Azul;\N;\N;Nodor Deo Crema Sport por 12 Funditas Azul;es_EC;~
;2787;Colnatur Libre Azucar y Grasa por 300 Grs;colnatur-libre-azucar-y-grasa-por-300-grs;Colnatur Libre Azucar y Grasa por 300 Grs;\N;\N;Colnatur Libre Azucar y Grasa por 300 Grs;es_EC;~
;2788;Colnatur Sabor Frutos Del Bosque por 300 Grs;colnatur-sabor-frutos-del-bosque-por-300-grs;Colnatur Sabor Frutos Del Bosque por 300 Grs;\N;\N;Colnatur Sabor Frutos Del Bosque por 300 Grs;es_EC;~
;2789;Acido Folico Ecu 1 mg. por 100 Tabletas;acido-folico-ecu-1-mg.-por-100-tabletas;Acido Folico Ecu 1 mg. por 100 Tabletas;\N;\N;Acido Folico Ecu 1 mg. por 100 Tabletas;es_EC;~
;2790;Acido Folico Ecu 5 mg. por 100 Tabletas;acido-folico-ecu-5-mg.-por-100-tabletas;Acido Folico Ecu 5 mg. por 100 Tabletas;\N;\N;Acido Folico Ecu 5 mg. por 100 Tabletas;es_EC;~
;2791;Albenzol Ecu 200 mg por 20 Tabletas;albenzol-ecu-200-mg-por-20-tabletas;Albenzol Ecu 200 mg por 20 Tabletas;\N;\N;Albenzol Ecu 200 mg por 20 Tabletas;es_EC;~
;2792;Albenzol Ecu Suspension por 20 ml.;albenzol-ecu-suspension-por-20-ml.;Albenzol Ecu Suspension por 20 ml.;\N;\N;Albenzol Ecu Suspension por 20 ml.;es_EC;~
;2793;Ampecu Susp. 3 Gr por 60 ml.;ampecu-susp.-3-gr-por-60-ml.;Ampecu Susp. 3 Gr por 60 ml.;\N;\N;Ampecu Susp. 3 Gr por 60 ml.;es_EC;~
;2794;Anautin 50 mg por 100 Tabletas;anautin-50-mg-por-100-tabletas;Anautin 50 mg por 100 Tabletas;\N;\N;Anautin 50 mg por 100 Tabletas;es_EC;~
;2795;Anulax Adulto 10 mg por 5 Supositorios;anulax-adulto-10-mg-por-5-supositorios;Anulax Adulto 10 mg por 5 Supositorios;\N;\N;Anulax Adulto 10 mg por 5 Supositorios;es_EC;~
;2796;Anulax Infantil 5 mg por 5 Supositorios;anulax-infantil-5-mg-por-5-supositorios;Anulax Infantil 5 mg por 5 Supositorios;\N;\N;Anulax Infantil 5 mg por 5 Supositorios;es_EC;~
;2797;Anulax P.S. 5 mg por 10 Tabletas;anulax-p.s.-5-mg-por-10-tabletas;Anulax P.S. 5 mg por 10 Tabletas;\N;\N;Anulax P.S. 5 mg por 10 Tabletas;es_EC;~
;2798;Artrichine por 30 Tabletas;artrichine-por-30-tabletas;Artrichine por 30 Tabletas;\N;\N;Artrichine por 30 Tabletas;es_EC;~
;2799;Asbron Elixir Jarabe por 120 ml.;asbron-elixir-jarabe-por-120-ml.;Asbron Elixir Jarabe por 120 ml.;\N;\N;Asbron Elixir Jarabe por 120 ml.;es_EC;~
;2800;Cal-Col Jarabe por 240 ml.;cal-col-jarabe-por-240-ml.;Cal-Col Jarabe por 240 ml.;\N;\N;Cal-Col Jarabe por 240 ml.;es_EC;~
;2801;Cimetin 400 mg por 20 Tabletas;cimetin-400-mg-por-20-tabletas;Cimetin 400 mg por 20 Tabletas;\N;\N;Cimetin 400 mg por 20 Tabletas;es_EC;~
;2802;Ciprecu 500 mg por 20 Tabletas;ciprecu-500-mg-por-20-tabletas;Ciprecu 500 mg por 20 Tabletas;\N;\N;Ciprecu 500 mg por 20 Tabletas;es_EC;~
;2803;Ciprecu 750 mg por 16 Capsulas;ciprecu-750-mg-por-16-capsulas;Ciprecu 750 mg por 16 Capsulas;\N;\N;Ciprecu 750 mg por 16 Capsulas;es_EC;~
;2804;Clomazol 3 Crema Vagin. por 20 Gr.;clomazol-3-crema-vagin.-por-20-gr.;Clomazol 3 Crema Vagin. por 20 Gr.;\N;\N;Clomazol 3 Crema Vagin. por 20 Gr.;es_EC;~
;2805;Clomazol Compuesto Crema por 15 Gr.;clomazol-compuesto-crema-por-15-gr.;Clomazol Compuesto Crema por 15 Gr.;\N;\N;Clomazol Compuesto Crema por 15 Gr.;es_EC;~
;2806;Clomazol Crema Topica por 20 Gr.;clomazol-crema-topica-por-20-gr.;Clomazol Crema Topica por 20 Gr.;\N;\N;Clomazol Crema Topica por 20 Gr.;es_EC;~
;2807;Clomazol Polvo por 45 Grs.;clomazol-polvo-por-45-grs.;Clomazol Polvo por 45 Grs.;\N;\N;Clomazol Polvo por 45 Grs.;es_EC;~
;2808;Clomazol Supositorios por 3 Ovulos;clomazol-supositorios-por-3-ovulos;Clomazol Supositorios por 3 Ovulos;\N;\N;Clomazol Supositorios por 3 Ovulos;es_EC;~
;2809;Conferron Jarabe por 240 ml.;conferron-jarabe-por-240-ml.;Conferron Jarabe por 240 ml.;\N;\N;Conferron Jarabe por 240 ml.;es_EC;~
;2810;Davesol P 5 % Locion por 60 ml;davesol-p-5-locion-por-60-ml;Davesol P 5 % Locion por 60 ml;\N;\N;Davesol P 5 % Locion por 60 ml;es_EC;~
;2811;Davesol P Shampoo por 60 ml;davesol-p-shampoo-por-60-ml;Davesol P Shampoo por 60 ml;\N;\N;Davesol P Shampoo por 60 ml;es_EC;~
;2812;Dicloxina 500 mg. por 50 Tabletas;dicloxina-500-mg.-por-50-tabletas;Dicloxina 500 mg. por 50 Tabletas;\N;\N;Dicloxina 500 mg. por 50 Tabletas;es_EC;~
;2813;Dicloxina Susp. 3 Grs. por 60 ml;dicloxina-susp.-3-grs.-por-60-ml;Dicloxina Susp. 3 Grs. por 60 ml;\N;\N;Dicloxina Susp. 3 Grs. por 60 ml;es_EC;~
;2814;Digesflast por 50 Tabletas;digesflast-por-50-tabletas;Digesflast por 50 Tabletas;\N;\N;Digesflast por 50 Tabletas;es_EC;~
;2815;Dulzets por 50 Sobres;dulzets-por-50-sobres;Dulzets por 50 Sobres;\N;\N;Dulzets por 50 Sobres;es_EC;~
;2816;Dulzets por 100 Sobres;dulzets-por-100-sobres;Dulzets por 100 Sobres;\N;\N;Dulzets por 100 Sobres;es_EC;~
;2817;Ecumox Suspension 3 Gr. por 60 ml.;ecumox-suspension-3-gr.-por-60-ml.;Ecumox Suspension 3 Gr. por 60 ml.;\N;\N;Ecumox Suspension 3 Gr. por 60 ml.;es_EC;~
;2818;Ecuvir 400 mg por 20 Tabletas;ecuvir-400-mg-por-20-tabletas;Ecuvir 400 mg por 20 Tabletas;\N;\N;Ecuvir 400 mg por 20 Tabletas;es_EC;~
;2819;Ecuvir 800 mg por 20 Tabletas;ecuvir-800-mg-por-20-tabletas;Ecuvir 800 mg por 20 Tabletas;\N;\N;Ecuvir 800 mg por 20 Tabletas;es_EC;~
;2820;Ecuvir Crema por 15 Grs;ecuvir-crema-por-15-grs;Ecuvir Crema por 15 Grs;\N;\N;Ecuvir Crema por 15 Grs;es_EC;~
;2821;Ecuzol 1 Gr por 2 Tabletas;ecuzol-1-gr-por-2-tabletas;Ecuzol 1 Gr por 2 Tabletas;\N;\N;Ecuzol 1 Gr por 2 Tabletas;es_EC;~
;2822;Eriecu 500 mg por 50 Tabletas;eriecu-500-mg-por-50-tabletas;Eriecu 500 mg por 50 Tabletas;\N;\N;Eriecu 500 mg por 50 Tabletas;es_EC;~
;2823;Eriecu Suspension 200 mg por 60 ml;eriecu-suspension-200-mg-por-60-ml;Eriecu Suspension 200 mg por 60 ml;\N;\N;Eriecu Suspension 200 mg por 60 ml;es_EC;~
;2824;Flunazol 150 mg por 6 Capsulas;flunazol-150-mg-por-6-capsulas;Flunazol 150 mg por 6 Capsulas;\N;\N;Flunazol 150 mg por 6 Capsulas;es_EC;~
;2825;Fungirex Crema por 32 Gr.;fungirex-crema-por-32-gr.;Fungirex Crema por 32 Gr.;\N;\N;Fungirex Crema por 32 Gr.;es_EC;~
;2826;Fungirex Incoloro Sol. por 60 ml. Azul;fungirex-incoloro-sol.-por-60-ml.-azul;Fungirex Incoloro Sol. por 60 ml. Azul;\N;\N;Fungirex Incoloro Sol. por 60 ml. Azul;es_EC;~
;2827;Fungirex Polvo por 45 Gr.;fungirex-polvo-por-45-gr.;Fungirex Polvo por 45 Gr.;\N;\N;Fungirex Polvo por 45 Gr.;es_EC;~
;2828;Fungirex Polvo por 90 Gr.;fungirex-polvo-por-90-gr.;Fungirex Polvo por 90 Gr.;\N;\N;Fungirex Polvo por 90 Gr.;es_EC;~
;2829;Fungirex U Liquido por 60 ml. VerDe;fungirex-u-liquido-por-60-ml.-verde;Fungirex U Liquido por 60 ml. VerDe;\N;\N;Fungirex U Liquido por 60 ml. VerDe;es_EC;~
;2830;Higadan por 50 Tabletas;higadan-por-50-tabletas;Higadan por 50 Tabletas;\N;\N;Higadan por 50 Tabletas;es_EC;~
;2831;Histacalm Clear Locion por 100 ml.;histacalm-clear-locion-por-100-ml.;Histacalm Clear Locion por 100 ml.;\N;\N;Histacalm Clear Locion por 100 ml.;es_EC;~
;2832;Histacalm Crema por 36 Gr.;histacalm-crema-por-36-gr.;Histacalm Crema por 36 Gr.;\N;\N;Histacalm Crema por 36 Gr.;es_EC;~
;2833;Histacalm Locion por 100 ml.;histacalm-locion-por-100-ml.;Histacalm Locion por 100 ml.;\N;\N;Histacalm Locion por 100 ml.;es_EC;~
;2834;Larotin D Jarabe por 60 ml;larotin-d-jarabe-por-60-ml;Larotin D Jarabe por 60 ml;\N;\N;Larotin D Jarabe por 60 ml;es_EC;~
;2835;Larotin Jarabe por 60 ml;larotin-jarabe-por-60-ml;Larotin Jarabe por 60 ml;\N;\N;Larotin Jarabe por 60 ml;es_EC;~
;2836;Laxagar Jbe por 240 ml;laxagar-jbe-por-240-ml;Laxagar Jbe por 240 ml;\N;\N;Laxagar Jbe por 240 ml;es_EC;~
;2837;Linimento Olimpico Ecu por 115 ml.;linimento-olimpico-ecu-por-115-ml.;Linimento Olimpico Ecu por 115 ml.;\N;\N;Linimento Olimpico Ecu por 115 ml.;es_EC;~
